Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Marque,Modele,Price_EUR
Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396.0,90.0,5,Hyundai,i20 1.4 CRDi Magna,4345
Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5,Maruti,Dzire VDI,4675
Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,17.1,1956.0,170.0,5,Jeep,Compass 2.0 Longitude,18722
Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248.0,88.76,7,Maruti,Ertiga VDI,7150
Ford Figo Petrol ZXI,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196.0,70.0,5,Ford,Figo Petrol ZXI,3245
Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364.0,86.79,5,Toyota,Corolla Altis 1.4 DG,7832
Honda City 1.5 S MT,Delhi,2009,65055,Petrol,Manual,First,17.0,1497.0,118.0,5,Honda,City 1.5 S MT,3025
Mahindra Scorpio S10 4WD,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179.0,120.0,7,Mahindra,Scorpio S10 4WD,13200
Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197.0,81.86,5,Hyundai,Xcent 1.2 VTVT SX,4037
Skoda Octavia 1.9 TDI,Pune,2008,88123,Diesel,Manual,First,18.7,1896.0,66.0,5,Skoda,Octavia 1.9 TDI,2420
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,Diesel,Automatic,First,12.0,2987.0,224.0,7,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,45100
BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5,BMW,X1 sDrive 20d xLine,31350
Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598.0,103.2,5,Volkswagen,Vento 2013-2015 1.6 Comfortline,6039
Audi A4 2.0 TDI,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968.0,147.51,5,Audi,A4 2.0 TDI,19250
Ford Ikon 1.4 TDCi DuraTorq,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399.0,68.0,5,Ford,Ikon 1.4 TDCi DuraTorq,2189
Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,Diesel,Manual,First,22.32,1582.0,126.3,5,Hyundai,Verna 1.6 CRDi EX MT,7304
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393.0,147.8,7,Toyota,Innova Crysta 2.4 VX MT,18150
Hyundai Grand i10 Asta Option,Pune,2016,25000,Petrol,Manual,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 Asta Option,5500
Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Petrol,Manual,First,17.0,1198.0,73.75,5,Volkswagen,Ameo 1.2 MPI Comfortline,5940
Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,25.17,799.0,53.3,5,Renault,KWID RXT,3289
Honda City 1.5 S MT,Jaipur,2011,95936,Petrol,Manual,First,17.0,1497.0,118.0,5,Honda,City 1.5 S MT,4510
Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197.0,81.86,5,Hyundai,Grand i10 1.2 Kappa Magna AT,7436
Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Petrol,Manual,Second,18.78,999.0,75.0,5,Volkswagen,Polo 1.0 MPI Comfortline,6050
Maruti Swift VDI BSIV,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248.0,74.0,5,Maruti,Swift VDI BSIV,6589
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,Diesel,Manual,First,21.64,1461.0,84.8,5,Nissan,Sunny 2011-2014 Diesel XV,2849
Jaguar XF 2.2 Litre Luxury,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2179.0,187.7,5,Jaguar,XF 2.2 Litre Luxury,29425
Maruti Ciaz ZDi SHVS,Pune,2016,50000,Diesel,Manual,First,28.09,1248.0,88.5,5,Maruti,Ciaz ZDi SHVS,9350
Audi Q5 2008-2012 2.0 TDI,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1968.0,167.6,5,Audi,Q5 2008-2012 2.0 TDI,25300
Ford Figo Petrol ZXI,Pune,2014,21727,Petrol,Manual,First,15.6,1196.0,70.02,5,Ford,Figo Petrol ZXI,3685
Hyundai Santa Fe 4x4 AT,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199.0,194.3,7,Hyundai,Santa Fe 4x4 AT,11825
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179.0,120.0,8,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,6919
Renault Duster 110PS Diesel RxL,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461.0,108.45,5,Renault,Duster 110PS Diesel RxL,8525
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968.0,140.8,5,Audi,A4 New 2.0 TDI Multitronic,14850
Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196.0,73.0,7,Maruti,Eeco 7 Seater Standard,4125
Mahindra Xylo E4,Mumbai,2011,76000,Diesel,Manual,Second,14.0,2498.0,112.0,7,Mahindra,Xylo E4,4125
Maruti Wagon R LXI,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998.0,67.1,5,Maruti,Wagon R LXI,1650
Maruti Wagon R LXI BSIII,Chennai,2005,66000,Petrol,Manual,First,14.0,1061.0,64.0,5,Maruti,Wagon R LXI BSIII,1595
Maruti SX4 ZXI MT BSIV,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586.0,103.3,5,Maruti,SX4 ZXI MT BSIV,4532
Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393.0,147.8,7,Toyota,Innova Crysta 2.4 VX MT,18821
Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7,Toyota,Innova 2.5 G (Diesel) 7 Seater,11275
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199.0,73.9,5,Volkswagen,Polo Diesel Trendline 1.2L,2739
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498.0,89.84,5,Ford,Ecosport 1.5 DV5 MT Titanium,6875
Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1120.0,70.0,5,Hyundai,Grand i10 CRDi Magna,5368
Honda City i VTEC CVT SV,Mumbai,2016,8000,Petrol,Automatic,First,18.0,1497.0,117.3,5,Honda,City i VTEC CVT SV,10395
Toyota Innova 2.5 G3,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2494.0,102.0,8,Toyota,Innova 2.5 G3,5280
Hyundai EON Era Plus,Kolkata,2012,60000,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON Era Plus,2189
Hyundai i10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Magna 1.2,3080
Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,Petrol,Automatic,Second,12.3,1796.0,185.0,5,Mercedes-Benz,E-Class 2009-2013 E 200 CGI Elegance,24200
Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523.0,62.1,7,Mahindra,Bolero SLE,4730
Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1968.0,138.1,5,Skoda,Laura Ambition 2.0 TDI CR AT,10725
Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197.0,81.8,5,Maruti,Swift ZXI,6490
Audi A4 2.0 TDI,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968.0,147.51,5,Audi,A4 2.0 TDI,15950
Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399.0,68.0,5,Ford,Fiesta 1.4 SXi TDCi ABS,2640
Maruti SX4 Vxi BSIII,Mumbai,2008,62000,Petrol,Manual,Second,15.0,1586.0,104.68,5,Maruti,SX4 Vxi BSIII,2321
Hyundai Grand i10 AT Asta,Coimbatore,2017,22526,Petrol,Automatic,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 AT Asta,8360
Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1197.0,85.8,5,Maruti,Ritz AT,3960
Mahindra Scorpio 2.6 CRDe,Jaipur,2013,72000,Diesel,Manual,First,10.5,2179.0,120.0,8,Mahindra,Scorpio 2.6 CRDe,6600
Mahindra Scorpio S4 7 Seater,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179.0,120.0,7,Mahindra,Scorpio S4 7 Seater,8195
Renault Duster 110PS Diesel RxZ,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5,Renault,Duster 110PS Diesel RxZ,5720
Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,First,12.99,2494.0,100.6,7,Toyota,Innova 2.5 ZX Diesel 7 Seater,12782
BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2993.0,261.49,5,BMW,7 Series 730Ld Eminence,47960
Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,2009,65000,Diesel,Manual,Second,13.6,1991.0,142.0,5,Hyundai,Sonata Embera 2.0L CRDi MT,5390
Renault Duster Adventure Edition,Kochi,2015,75863,Diesel,Manual,First,19.01,1461.0,108.45,5,Renault,Duster Adventure Edition,7370
Maruti Wagon R CNG LXI,Mumbai,2013,54000,CNG,Manual,First,23.95714285714286,998.0,67.04,5,Maruti,Wagon R CNG LXI,3355
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,Diesel,Automatic,First,17.11,1968.0,174.33,5,Audi,A4 2.0 TDI 177 Bhp Technology Edition,27500
Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1956.0,170.0,5,Jeep,Compass 2.0 Longitude,20955
Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,First,17.43,1396.0,105.5,5,Hyundai,Verna 1.4 VTVT,4950
Honda Amaze VX i-Vtech,Pune,2013,47000,Petrol,Manual,First,18.0,1198.0,86.7,5,Honda,Amaze VX i-Vtech,4565
Hyundai Creta 1.6 CRDi SX Option,Chennai,2015,41000,Diesel,Manual,First,19.67,1582.0,126.2,5,Hyundai,Creta 1.6 CRDi SX Option,13090
Hyundai i10 Magna 1.1,Delhi,2011,62000,Petrol,Manual,First,19.81,1086.0,68.05,5,Hyundai,i10 Magna 1.1,2310
Mahindra TUV 300 T8,Delhi,2016,47035,Diesel,Manual,First,18.49,1493.0,100.0,7,Mahindra,TUV 300 T8,7645
Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,Second,17.5,1298.0,85.8,5,Maruti,Swift Dzire VXi,2640
Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,First,13.2,1495.0,94.0,5,Hyundai,Accent GLE 1,2915
Mahindra XUV500 W8 2WD,Jaipur,2014,70669,Diesel,Manual,First,15.1,2179.0,140.0,7,Mahindra,XUV500 W8 2WD,9900
Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,First,20.92,998.0,67.1,5,Maruti,Alto K10 2010-2014 VXI,2310
Chevrolet Beat LT,Pune,2011,65000,Petrol,Manual,Second,18.6,1199.0,79.4,5,Chevrolet,Beat LT,2750
Audi A6 2.7 TDI,Mumbai,2009,30000,Diesel,Automatic,First,12.4,2698.0,179.5,5,Audi,A6 2.7 TDI,9845
Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,Petrol,Manual,First,17.57,1193.0,88.7,5,Tata,Zest Revotron 1.2T XMS,4400
Honda City i DTEC SV,Kolkata,2014,40000,Diesel,Manual,First,26.0,1498.0,98.6,5,Honda,City i DTEC SV,4895
Chevrolet Beat LT,Jaipur,2010,26000,Petrol,Manual,First,18.6,1199.0,79.4,5,Chevrolet,Beat LT,1650
Audi A4 2.0 TDI Multitronic,Jaipur,2011,105000,Diesel,Automatic,Second,16.55,1968.0,140.0,5,Audi,A4 2.0 TDI Multitronic,15950
Hyundai Verna SX CRDi AT,Mumbai,2014,71000,Diesel,Automatic,Second,19.08,1582.0,126.32,5,Hyundai,Verna SX CRDi AT,5995
Honda City i VTEC CVT VX,Mumbai,2015,32896,Petrol,Automatic,First,18.0,1497.0,117.3,5,Honda,City i VTEC CVT VX,9790
Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Sportz 1.2,4015
BMW X3 xDrive20d Expedition,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1995.0,190.0,5,BMW,X3 xDrive20d Expedition,31900
Audi A4 2.0 TDI,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1968.0,147.51,5,Audi,A4 2.0 TDI,14850
Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354.0,152.0,5,Honda,CR-V 2.4 AT,5940
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197.0,81.86,5,Hyundai,Grand i10 1.2 Kappa Asta,6479
Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248.0,88.5,5,Maruti,Ciaz ZDi Plus SHVS,9295
Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,17.4,1497.0,117.3,5,Honda,City i-VTEC V,4400
Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998.0,67.04,5,Maruti,Celerio VXI AMT,4334
Renault Koleos 2.0 Diesel,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1995.0,148.0,5,Renault,Koleos 2.0 Diesel,8800
Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1399.0,68.0,5,Ford,Figo Diesel ZXI,4510
Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248.0,73.75,5,Maruti,Dzire VDI,5775
Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950.0,194.0,5,Mercedes-Benz,E-Class E 220 d,23100
Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197.0,81.86,5,Hyundai,Grand i10 1.2 Kappa Sportz,4730
Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497.0,117.3,7,Honda,Mobilio S i VTEC,5775
Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,17.21,1493.0,100.0,7,Mahindra,Quanto C8,4290
Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1794.0,125.0,5,Toyota,Corolla H5,2420
Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198.0,77.0,6,Mahindra,KUV 100 mFALCON D75 K4,4070
BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497.0,215.0,5,BMW,3 Series 2005-2011 325i Sedan,12397
Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,22.74,796.0,47.3,5,Maruti,Alto 800 LXI,2651
Audi Q3 35 TDI Quattro Premium,Pune,2015,110000,Diesel,Automatic,First,15.73,1968.0,174.33,5,Audi,Q3 35 TDI Quattro Premium,20900
Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364.0,67.05,5,Toyota,Etios GD,6380
Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2179.0,140.0,7,Mahindra,XUV500 W8 2WD,14872
Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,19317,Diesel,Manual,First,13.0,2982.0,168.7,7,Toyota,Fortuner 4x2 MT TRD Sportivo,26950
Tata Indigo CS Emax CNG GLX,Pune,2014,41000,CNG,Manual,First,17.571428571428573,1193.0,55.23,5,Tata,Indigo CS Emax CNG GLX,3575
Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,First,19.67,1582.0,126.2,5,Hyundai,Creta 1.6 CRDi SX,10945
Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5,Honda,City 1.5 V AT,6050
Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,First,17.11,1968.0,174.33,5,Audi,A4 35 TDI Premium,27500
Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3,993.0,60.0,5,Maruti,Zen VXI,1100
Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197.0,83.1,5,Maruti,Baleno Delta Automatic,8679
Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W10 2WD,11275
Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197.0,81.86,5,Hyundai,Elite i20 Asta Option,8283
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,24465,Diesel,Automatic,First,19.27,2143.0,167.62,5,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,43395
Honda City i VTEC SV,Delhi,2014,55000,Petrol,Manual,First,17.8,1497.0,117.3,5,Honda,City i VTEC SV,6424
Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,21.4,1197.0,83.1,5,Maruti,Baleno Alpha 1.2,8514
Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Sportz,2750
Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197.0,83.1,5,Maruti,Baleno Delta,6380
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,First,12.07,2967.0,241.4,7,Audi,Q7 3.0 TDI Quattro Technology,40150
Hyundai Santa Fe 2WD AT,Delhi,2012,86000,Diesel,Automatic,Second,13.01,2199.0,194.3,7,Hyundai,Santa Fe 2WD AT,10450
Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,Petrol,Manual,First,17.0,1497.0,118.0,5,Honda,City 1.5 V MT Exclusive,5005
Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,First,21.9,1396.0,90.0,5,Hyundai,i20 1.4 CRDi Magna,4290
Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,First,13.6,2523.0,63.0,7,Mahindra,Bolero SLE BSIII,2970
Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,First,12.9,2755.0,174.5,7,Toyota,Fortuner 2.8 2WD AT,34100
BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,10.9,2497.0,215.0,5,BMW,3 Series 2005-2011 325i Sedan,11330
BMW 3 Series 320d Sedan,Kolkata,2010,51000,Diesel,Automatic,First,16.07,1995.0,181.0,5,BMW,3 Series 320d Sedan,8525
Maruti Wagon R LXI,Hyderabad,2012,52618,Petrol,Manual,First,18.9,998.0,67.1,5,Maruti,Wagon R LXI,3520
Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,25.47,1248.0,88.5,7,Maruti,Ertiga ZDI,5335
Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,2016,29022,Diesel,Automatic,Second,15.68,1999.0,177.0,5,Land,Rover Range Rover Evoque 2.0 TD4 Pure,37488
Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,First,24.52,1248.0,88.5,7,Maruti,Ertiga SHVS VDI,8910
Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,Second,25.0,1396.0,69.01,5,Tata,Indigo CS eVX,2585
Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,First,20.92,998.0,67.1,5,Maruti,Alto K10 LXI,1980
Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON D Lite Plus,3762
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,Second,11.4,2953.0,153.86,7,Ford,Endeavour 3.0L 4X4 AT,5874
Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,14000,Diesel,Automatic,First,12.62,2198.0,158.0,7,Ford,Endeavour 2.2 Titanium AT 4X2,35189
Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,20.54,1598.0,103.6,5,Volkswagen,Vento Diesel Highline,5225
Maruti Ciaz AT ZXi,Mumbai,2014,46738,Petrol,Automatic,First,19.12,1373.0,91.1,5,Maruti,Ciaz AT ZXi,6710
Hyundai EON D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,Second,21.1,814.0,55.2,5,Hyundai,EON D Lite Plus,4059
Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,Second,14.16,1968.0,174.3,5,Audi,Q5 2.0 TDI Premium Plus,16500
Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W10 AWD,15950
Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.4,1248.0,74.0,5,Maruti,Swift VDI,6215
Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,21.1,1248.0,73.9,5,Maruti,Ritz VDi,2750
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,14470,Diesel,Automatic,First,19.71,2143.0,201.15,5,Mercedes-Benz,New C-Class C 250 CDI Avantgarde,42350
Renault Duster 110PS Diesel RxZ,Kolkata,2014,52108,Diesel,Manual,First,19.01,1461.0,108.45,5,Renault,Duster 110PS Diesel RxZ,6039
Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,First,19.1,1197.0,85.8,5,Maruti,Swift Dzire VXI,3905
Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,105044,Diesel,Manual,First,12.99,2494.0,100.6,7,Toyota,Innova 2.5 VX (Diesel) 7 Seater,11825
Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,First,15.8,1591.0,121.3,5,Hyundai,Creta 1.6 SX Option,12100
Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,21.79,1248.0,88.73,5,Maruti,SX4 ZDI,4950
Mahindra XUV500 W8 2WD,Kochi,2014,49663,Diesel,Manual,First,15.1,2179.0,140.0,7,Mahindra,XUV500 W8 2WD,9262
Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,First,18.0,1497.0,117.3,5,Honda,City i-VTEC CVT VX,12760
Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,First,16.36,2179.0,187.7,5,Jaguar,XF 2.2 Litre Luxury,36993
Ford Fiesta 1.4 SXi TDCi ABS,Pune,2008,117080,Diesel,Manual,Third,17.8,1399.0,68.0,5,Ford,Fiesta 1.4 SXi TDCi ABS,2475
BMW 5 Series 523i Sedan,Mumbai,2010,74000,Petrol,Automatic,First,10.8,2497.0,150.0,5,BMW,5 Series 523i Sedan,14245
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,66882,Diesel,Automatic,First,17.68,1968.0,174.33,5,Audi,A6 2011-2015 2.0 TDI Premium Plus,27522
Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,First,18.5,1198.0,86.8,5,Honda,Brio 1.2 VX MT,4345
Honda City 1.5 V AT,Mumbai,2011,57000,Petrol,Automatic,First,16.8,1497.0,118.0,5,Honda,City 1.5 V AT,4840
Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2015,34010,Petrol,Manual,Third,16.47,1198.0,73.9,5,Volkswagen,Polo Petrol Comfortline 1.2L,5445
Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,Second,12.05,2179.0,120.0,8,Mahindra,Scorpio SLE BSIII,6050
Honda City V MT,Mumbai,2011,84000,Petrol,Manual,First,16.8,1497.0,116.3,5,Honda,City V MT,3575
Skoda Rapid 1.6 MPI Elegance,Kochi,2013,50004,Petrol,Manual,First,15.0,1598.0,103.5,5,Skoda,Rapid 1.6 MPI Elegance,4421
Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W6 2WD,12903
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,2012,55000,Diesel,Manual,First,15.0,1896.0,105.0,5,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline,10450
Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,21.4,1197.0,83.1,5,Maruti,Baleno Alpha Automatic,9460
Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498.0,98.6,5,Honda,Amaze EX i-Dtech,4400
Volkswagen Vento 1.6 Highline,Mumbai,2015,40194,Petrol,Manual,First,15.04,1598.0,103.2,5,Volkswagen,Vento 1.6 Highline,6105
Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,First,22.74,796.0,47.3,5,Maruti,Alto 800 LXI,2750
Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,18.0,2993.0,255.0,7,Land,Rover Discovery HSE Luxury 3.0 TD6,45760
Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5,Honda,City i VTEC CVT VX,8151
Nissan Terrano XL 110 PS,Mumbai,2014,50000,Diesel,Manual,First,19.01,1461.0,108.5,5,Nissan,Terrano XL 110 PS,7150
Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,First,14.24,2755.0,174.5,7,Toyota,Fortuner 2.8 4WD MT,25300
Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,First,21.9,1396.0,90.0,5,Hyundai,i20 1.4 CRDi Magna,3014
Ford Figo Diesel Titanium,Hyderabad,2013,65000,Diesel,Manual,First,20.0,1399.0,68.0,5,Ford,Figo Diesel Titanium,4290
Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza ZDi Plus,8800
Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,Third,22.32,1582.0,126.32,5,Hyundai,Verna 1.6 SX,4400
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,First,12.95,1999.0,152.88,5,Hyundai,Tucson 2.0 Dual VTVT 2WD AT GL,19525
Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,First,21.1,1248.0,73.9,5,Maruti,Ritz VDi,5555
Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,First,10.8,1984.0,132.0,5,Audi,A4 2.0 TFSI,13200
